prod_id,prod_name,prod_stock,prod_image,prod_saleprice,prod_price,prod_sku,prod_cat
247524,Kniphofia Echo Rojo,outofstock,Kniphofia-Echo-Rojo-PPLKNIERO-17-160x160.jpg,,$8.40,PPLKNIERO,product_cat-kniphofia
248870,Gerbera Mango Sorbet Pkgermso 17,outofstock,Gerbera-Mango-Sorbet-PKGERMSO-17-160x160.jpg,,$5.90,PKGERMSO,product_cat-gerberas
248872,Gerbera Apricot Mist Pkgerami 17,outofstock,Gerbera-Apricot-Mist-PKGERAMI-17-160x160.jpg,,$5.90,PKGERAMI,product_cat-gerberas
254958,Hosta Krossa Regal,outofstock,Hosta-Krossa-Regal-PPLHOSKRE-160x160.jpg,$4.20,$8.40,PPLHOSKRE,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-hostas"
255755,Sunflower Chocolate Gold,outofstock,Sunflower-Chocolate-Gold-PPLSFLCHG-160x160.jpg,$3.20,$6.40,PPLSFLCHG,"product_cat-new-year-specials,product_cat-page-22-23-garden-colour,product_cat-annuals"
265169,Crazy Combo 16 Coldafcpk,outofstock,Crazy-Combo-16-COLDAFCPK-160x160.jpg,$85.00,$108.00,COLCDAFCOM,"product_cat-bulb-specials,product_cat-page-06-daffodil-value-packs,product_cat-page-46-daffodil-value-packs,product_cat-spring-bulb-collections"
265555,Daffodil Hungarian Rhapsody Pkdafhrh 2018 1,outofstock,Daffodil-Hungarian-Rhapsody-PKDAFHRH-2018-1-160x160.jpg,,$12.00,PKDAFHRH,"product_cat-page-03-butterfly-daffodil,product_cat-page-43-butterfly-daffodil,product_cat-butterfly-daffodils"
277258,Xl Lilium Oriental Pink/White Combo,outofstock,XL-Lilium_COLLILPWC-160x160.jpg,$25.00,$36.00,COLLILPWC,product_cat-liliums
302192,Leucadendron Harvest,outofstock,Leucadendron-Harvest-PPLPROHAR-160x160.jpg,,$11.70,PPLPROHAR,"product_cat-page-28-31-protea-family,product_cat-proteaceae"
308884,Echevaria Violet Queen,outofstock,echeveria-violet-queen-pplechvqu-160x160.jpg,$6.00,$12.00,PPLECHVQU,"product_cat-new-year-specials,product_cat-page-17-succulents,product_cat-succulents"
308889,Gasterhaworthia Rosava,outofstock,gasterhaworthia-cv-rosava-pplgasros-160x160.jpg,$6.00,$12.00,PPLGASROS,"product_cat-new-year-specials,product_cat-page-17-succulents,product_cat-succulents"
308983,Lavender Dwarf Munstead,outofstock,lavender-dwarf-munstead-ppllavdmu-160x160.jpg,$2.45,$4.90,PPLLAVDMU,"product_cat-new-year-specials,product_cat-page-20-21-fragrant-garden,product_cat-lavender"
312029,Calibrachoa Minifamous Double Collection,outofstock,calibrachoa-minifamous-doubles-coll-colcalmdc-160x160.jpg,$10.80,$21.60,COLCALMDC,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-page-13-calibrachoa,product_cat-calibrachoa"
317503,Daffodil Gabriel Kleiberg,outofstock,daffodil-gabriel-klieberg-pkdafgkl-160x160.jpg,,$7.90,PKDAFGKL,"product_cat-page-03-butterfly-daffodil,product_cat-butterfly-daffodils"
317507,Daffodil Congress,outofstock,daffodil-congress-pkdafcon-160x160.jpg,,$7.90,PKDAFCON,"product_cat-page-03-butterfly-daffodil,product_cat-butterfly-daffodils"
317609,Daffodil Safina,outofstock,daffodil-safina-pkdafsaf-160x160.jpg,,$10.80,PKDAFSAF,"product_cat-page-04-05-double-daffodils,product_cat-double-daffodils,product_cat-whats-new"
317622,Daffodil White Lion,outofstock,daffodil-white-lion-pkdafwli-160x160.jpg,,$9.70,PKDAFWLI,"product_cat-page-04-05-double-daffodils,product_cat-double-daffodils"
317623,Daffodil Acropolis Pkdafacr,outofstock,Daffodil_Acropolis_16-VIS-160x160.jpg,$10.80,$12.00,PKDAFACR,"product_cat-page-04-05-double-daffodils,product_cat-double-daffodils"
317633,Daffodil Tulip Blend Coldatubl,outofstock,daffodil-tulip-blend-coldatubl-160x160.jpg,$13.00,$15.30,COLDATUBL,"product_cat-bulb-specials,product_cat-page-07-daffodil-mixes,product_cat-daffodils,product_cat-tulips"
317641,Daffodil Fortune & Ice Follies Blend Coldaffib,outofstock,daffodil-fortune-ice-follies-blend-15-160x160.jpg,,$13.40,COLDAFFIB,"product_cat-page-07-daffodil-mixes,product_cat-daffodils"
50934,Garden Express Gift Voucher,instock,ge-giftvoucher-160x150.jpg,,no_price,ACCWEBGIFT,"product_cat-current-catalogue,product_cat-page-43-45-hard-goods,product_cat-page-60-61-hardgoods,product_cat-gift-ideas"
285366,Mr Fothergill’S Seeds,instock,MrFothergills_seeds-160x160.jpg,,no_price,,"product_cat-page-10-11-vegetable-garden,product_cat-page-49-50-hardgoods"
