prod_id,prod_name,prod_stock,prod_image,prod_saleprice,prod_price,prod_sku,prod_cat
293482,Grevillea Thelemanniana Baby,instock,grevillea-thelemanniana-by-melburnian-via-wiki-lpogretba-160.jpg,$2.95,$5.90,LPOGRETBA,"product_cat-new-year-specials,product_cat-page-38-natives,product_cat-whats-new,product_cat-grevillea-callistemon"
296217,Propagation Tray  -  Single 24W With Thermostat,instock,tps030-trayonly-160x160.jpg,$115.50,$165.00,ACCTPS030,"product_cat-new-year-specials,product_cat-page-41-propagation,product_cat-seed-raising-and-propagation"
309705,Grevillea Cherry Ripe,instock,grevillea-cherry-ripe-160x160.jpg,$2.90,$5.80,LPOGRECRI,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-grevillea-callistemon"
309707,Grevillea Robyn Gordon 14,instock,Grevillea_Robyn_Gordon_14-160x160.jpg,$3.45,$6.90,LPOGRELRO,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-grevillea-callistemon"
310625,Nestbox Feathertail 01,instock,Nestbox_Feathertail-01-160x160.jpg,$91.00,$130.00,ACCNESFGL,"product_cat-accessory-specials,product_cat-new-year-specials,product_cat-online-offers"
313199,Blue-Eyed Grass,instock,blue-eyed-grasslpoblugra-160x160.jpg,$2.70,$5.40,LPOBLUGRA,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-page-31-grasses,product_cat-other-ground-covers"
42392,Aquamiser Home Propagating Kit,instock,Aquamiser_New-01-160x160.jpg,$41.30,$59.00,ACCAQUAMI,"product_cat-new-year-specials,product_cat-page-32-33-hard-goods,product_cat-page-41-propagation,product_cat-page-49-50-hardgoods,product_cat-page-60-61-hardgoods,product_cat-seed-raising-and-propagation"
42441,Felco 10  -  Pruner Left Hand Rotating Handle,instock,Felco_10_rotated_2012-160x160.jpg,$95.90,$137.00,ACCFEL10,"product_cat-new-year-specials,product_cat-felco-pruners"
42469,Felco 310  -  Light Weight Pruner,instock,FELCO_310-01-160x160.jpg,$25.90,$37.00,ACCFEL310,"product_cat-new-year-specials,product_cat-felco-pruners"
42477,Felco 7  -  Pruner Rotating Handle,instock,Felco_7_rotated_2012-160x160.jpg,$95.90,$137.00,ACCFEL7,"product_cat-new-year-specials,product_cat-felco-pruners"
42603,Manutec Orchid Food 500G,instock,Mautec_Orchid_Food-160x160.jpg,$7.63,$10.90,ACCMANOFO,"product_cat-new-year-specials,product_cat-page-49-50-hardgoods,product_cat-fertilisers-soil-conditioners"
45154,Viburnum Opulus Snowball,instock,Viburnum_Opulus_13-160x160.jpg,$2.95,$5.90,LPOVIBOPU,"product_cat-new-year-specials,product_cat-page-32-35-flowering-shrubs,product_cat-flowering-shrubs"
45830,Wildflower Seed  -  Blue Rottnest Island Daisy,instock,wildflower-seed-blue-rottnest-daisy-seebroida-160x160.jpg,$3.43,$4.90,SEEWSEBRD,"product_cat-new-year-specials,product_cat-native-seeds"
64270,Felco 31  -  Anvil Type Pruner,instock,felco-31-160x160.jpg,$65.10,$93.00,ACCFEL31,"product_cat-new-year-specials,product_cat-felco-pruners"
64433,Sole-Mate Door Mat  -  Golden Shell,instock,Golden_Shell-160x160.jpg,$17.43,$24.90,ACCMAT8034,product_cat-sole-mate-door-mats
133684,Hollyhock Spring Celebrities Pink,instock,Hollyhock_Spring_Celebrites_Pink_15_FM_14270105PA-160x160.jpg,$3.45,$6.90,PPLHOLSPI,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-perennials"
170012,Blue Fescue Elijah Blue,instock,Blue-Fescue-Elijah-Blue-LPOBFEEBL-17-160x160.jpg,$2.45,$4.90,LPOBFEEBL,"product_cat-new-year-specials,product_cat-page-31-grasses,product_cat-page-39-grasses-drought-tolerant,product_cat-grass-strap-leaf-plants"
207545,Autumn Snowflakes,instock,Autumn_Snowflakes-160x160.jpg,$9.00,$15.00,PKAUTSNO,"product_cat-bulb-specials,product_cat-new-year-specials,product_cat-page-04-07-autumn-flowering-bulbs-summer-2018,product_cat-page-16-17-autumn-flowering,product_cat-other-autumn-bulbs"
227036,Glamour Gladioli Mixed,instock,Glamour-Gladioli-Mixed-17-160x160.jpg,$8.34,$13.90,PKGGLMXD,"product_cat-glamour-gladioli,product_cat-new-year-specials,product_cat-page-38-39-gladioli-autumn-2018"
245309,Grevillea Winpara Gold,instock,Grevillea_Winpara_Gold13-160x160.jpg,$2.90,$5.90,LPOGREWGO,"product_cat-new-year-specials,product_cat-grevillea-callistemon"
254980,Aloe Echidna,instock,Aloe-Echidna-PLAALOECH-160x160.jpg,$11.83,$16.90,PLAALOECH,"product_cat-new-year-specials,product_cat-page-14-15-aloe,product_cat-aloes"
256966,Felco 300/11 - Spring For Felco Secateurs 300-310,instock,felco-300-11-160x160.jpg,$1.82,$2.60,ACCFEL300/11,"product_cat-new-year-specials,product_cat-felco"
267645,Diamonds In The Dark Crepe Myrtle Best Red,instock,Diamonds-in-the-Dark-Best-Red-Bloom-logo-PPLDIADBR-160x160.jpg,$8.45,$16.90,PPLDIADBR,"product_cat-new-year-specials,product_cat-page-48-diamonds-in-the-dark-crepe-myrtle,product_cat-flowering-trees"
293629,Lemon Lisbon,instock,lemon-lisbon-ppllemlis-160x160.jpg,,$24.00,PPLLEMLIS,"product_cat-new-year-specials,product_cat-page-48-edible-garden,product_cat-trees-citrus"
293977,Felco 4 Pruner And 300 Lightweight Pruner Combo Pack,instock,felco-combo-pack-no-4-300-accfelc430-160x160.jpg,$89.60,$128.00,ACCFELC430,"product_cat-new-year-specials,product_cat-page-43-45-hard-goods,product_cat-felco"
308619,Zephyranthes Primulina,instock,zephyranthes-primulina-pkzeppri-160x160.jpg,$5.30,$8.90,PKZEPPRI,"product_cat-new-year-specials,product_cat-page-04-07-autumn-flowering-bulbs-summer-2018,product_cat-other-autumn-bulbs,product_cat-whats-new"
309106,Kangaroo Paw Bush Inferno,instock,kangaroo-paw-bush-inferno-lpokpabin-160x160.jpg,$3.75,$7.50,LPOKPABIN,"product_cat-page-28-30-natives,product_cat-whats-new,product_cat-native-grasses"
311181,Aloe Galaxy,instock,aloe-galaxy-pplalogal-160x160.jpg,$3.90,$7.90,PPLALOGAL,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-succulents"
42442,Felco 100  -  Pruner Cut & Hold Rose,instock,Felco_100_Cut-n-hold-01-160x160.jpg,$93.80,$134.00,ACCFEL100,"product_cat-new-year-specials,product_cat-felco-pruners"
42445,Felco 12  -  Pruner Small Hand Rotating Handle,instock,FELCO_12-01-160x160.jpg,$91.00,$130.00,ACCFEL12,"product_cat-new-year-specials,product_cat-felco-pruners"
42449,Felco 160S Essential Pruner 09,instock,Felco_160S_essential_pruner_09-160x160.jpg,$32.90,$47.00,ACCFEL160S,"product_cat-new-year-specials,product_cat-felco-pruners"
42483,Felco  8  -  Pruner Ergonomic Right Hand,instock,Felco_8_rotated_2012-160x160.jpg,$74.90,$107.00,ACCFEL8,"product_cat-new-year-specials,product_cat-felco-pruners"
42484,Felco 9  -  Pruner Left Hander,instock,Felco_9_rotated_2012-160x160.jpg,$74.90,$107.00,ACCFEL9,"product_cat-new-year-specials,product_cat-felco-pruners"
42490,Felco C7 Rotated 2012,instock,Felco_C7_rotated_2012-160x160.jpg,$63.00,$90.00,ACCFELC7,"product_cat-new-year-specials,product_cat-felco-shears-saws"
42505,Water Fertilizer Tablets 10G,instock,Water_fertiliser-160x160.jpg,$3.92,$5.60,ACCFERTBF3,"product_cat-new-year-specials,product_cat-fertilisers-soil-conditioners"
42569,Greenwell Standard  -  Heritage Green,instock,GreenWell-160x160.jpg,$11.90,$17.00,ACCGREPSRG,"product_cat-new-year-specials,product_cat-page-32-33-hard-goods,product_cat-page-42-watering,product_cat-page-49-50-hardgoods,product_cat-page-60-61-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-plant-protection"
42600,Manutec Hydrangea Blueing Fertiliser 500G,instock,Hydrangea_Blueing_Fertiliser-160x160.jpg,$7.63,$10.90,ACCMANHBL,"product_cat-new-year-specials,product_cat-page-43-45-hard-goods,product_cat-page-49-50-hardgoods,product_cat-fertilisers-soil-conditioners"
42764,Vegiesavenethires,instock,Vegie%20Save%20Net%20hi%20res-160x160.jpg,$44.10,$63.00,ACCVEGSAV,"product_cat-new-year-specials,product_cat-page-40-produce-and-plant-protection,product_cat-page-49-50-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-garden-pest-repellants"
43312,Dahlia Gambier Jane,instock,Dahlia_Gambier_Jane_14-160x160.jpg,$4.56,$7.60,PKDAHGJA,"product_cat-page-05-decorative-dahlia,product_cat-dahlia-decorative"
44609,Mushroom Kit White/Brown Combo,instock,Mushroom_Kit_combo_12-160x160.jpg,$18.20,$26.00,KITMUSCOM,"product_cat-new-year-specials,product_cat-page-03-05-feeling-hungry,product_cat-page-54-55-edible-garden,product_cat-other-produce-plants"
45030,Oyster Plant,instock,Oyster_Plant-160x160.jpg,$3.20,$6.40,LPOOYSPLA,"product_cat-new-year-specials,product_cat-page-32-35-flowering-shrubs,product_cat-other-shrubs-varieties"
48023,Felco 160L  -  Essentiel Secateurs  -  Standard,instock,Felco-160L-ACCFEL160l-160x160.jpg,$44.10,$63.00,ACCFEL160L,"product_cat-new-year-specials,product_cat-felco-pruners"
64257,Felco 990  -  Grease Tube,instock,felco-990-160x160.jpg,$15.54,$22.20,ACCFEL990,"product_cat-new-year-specials,product_cat-felco-spare-parts-accessories"
135261,Gazania Collection 4 Plants,instock,Gazania-Col_17-160x160.jpg,$10.80,$21.60,COLGAZCOL,"product_cat-new-year-specials,product_cat-page-32-35-flowering-shrubs,product_cat-plant-specials,product_cat-daisies"
171993,Magnolia Little Gem 16,instock,Magnolia-Little-Gem-16-160x160.jpg,$9.00,$18.00,PPLMAGLGE,"product_cat-magnolias,product_cat-new-year-specials,product_cat-page-32-35-flowering-shrubs"
189672,Felco 630  -  Curved Pull Saw,instock,felco-630-160x160.jpg,$81.20,$116.00,ACCFEL630,"product_cat-new-year-specials,product_cat-felco"
207428,Pom Pom Gerbera Collection,instock,gerbera-pom-pom-col-18-colgerppc-160x160.jpg,$29.70,$59.40,COLGERPPC,"product_cat-new-year-specials,product_cat-page-19-pom-pom-gerberas,product_cat-plant-specials,product_cat-gerberas"
254979,Aloe Bumble Bee Tm,instock,Aloe-Bumble-Bee-PLAALOBBE-160x160.jpg,$11.83,$16.90,PLAALOBBE,"product_cat-new-year-specials,product_cat-page-14-15-aloe,product_cat-aloes"
269396,Felco F39020  -   Rose Grafting & Budding  Knife Red Handle,instock,felco-39020-rose-budding-knife-accfel39020-160x160.jpg,$20.16,$28.80,ACCFEL39020,"product_cat-new-year-specials,product_cat-felco"
308847,Calibrachoa Calipetite Rose,instock,calibrachoa-calipetite-rose-lpocalcrs-160x160.jpg,$2.70,$5.40,LPOCALCRS,"product_cat-new-year-specials,product_cat-page-13-calibrachoa,product_cat-calibrachoa"
311188,Echeveria Secunda,instock,echeveria-secunda-pplechsec-160x160.jpg,$3.90,$7.90,PPLECHSEC,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-succulents"
42468,Felco 300  -  Light Weight Pruner,instock,FELCO_300-01-160x160.jpg,$25.90,$37.00,ACCFEL300,"product_cat-new-year-specials,product_cat-felco-pruners"
42520,Fruit Saver Tree Net,instock,Fruit%20Saver%20Tree%20hi%20res-160x160.jpg,$44.10,$63.00,ACCFRUSAV,"product_cat-new-year-specials,product_cat-page-07-trixzie-fruit-trees,product_cat-page-40-produce-and-plant-protection,product_cat-page-49-50-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-garden-pest-repellants"
42570,Greenwell Standard  -  Terracotta,instock,greenwell_plant_surround_14-160x160.jpg,$11.90,$17.00,ACCGREPSRT,"product_cat-new-year-specials,product_cat-page-32-33-hard-goods,product_cat-page-42-watering,product_cat-page-49-50-hardgoods,product_cat-page-60-61-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-plant-protection"
42725,Solo 1.25L Hand-Held Sprayer,instock,Solo_hand_held_sprayer_1.jpg,$14.00,$20.00,ACCSOL1LH,"product_cat-new-year-specials,product_cat-solo-sprayers"
42746,Propagation Seedling Tray,instock,Seedling_Tray-01-160x160.jpg,$2.80,$4.00,ACCTPSTRA,"product_cat-new-year-specials,product_cat-seed-raising-and-propagation"
44824,Escallonia Pink Pixie,instock,Escallonia_Pink_Pixie_14-160x160.jpg,$2.70,$5.40,LPOESCPPI,"product_cat-new-year-specials,product_cat-page-36-39-hedges-and-screens,product_cat-small-hedges"
45170,Woolly Bush 2015,instock,Woolly_Bush_2015-160x160.jpg,$3.20,$6.40,LPOWOOBUS,"product_cat-new-year-specials,product_cat-page-28-30-natives,product_cat-native-shrubs"
48740,Aloe Sparkler Tm,instock,Aloe-Sparkler-2017-PLAALOSPA-160x160.jpg,$11.83,$16.90,PLAALOSPA,"product_cat-new-year-specials,product_cat-aloes"
61196,Lavender Pretty Polly,instock,Lavandula-Pretty-Polly-17-LPOLAVPPO-160x160.jpg,$2.70,$5.40,LPOLAVPPO,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-page-41-lavender-autumn-2018,product_cat-lavender"
112402,Lavender Pippa White Fm 14115616Pa 15,instock,Lavender-Pippa-White-FM-14115616PA-15-160x160.jpg,$2.70,$5.40,LPOLAVPWH,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-lavender"
113719,Convolvulus White,instock,Convolvulus_White_2018-LPOCONWHI-160x160.jpg,$2.95,$5.90,LPOCONWHI,"product_cat-new-year-specials,product_cat-page-56-57-ground-covers,product_cat-other-ground-covers"
133437,Brass Finish Poly Resin Tap Top Wren,instock,brass-polyresin-wren-accbfttwr-2018-160x160.jpg,$14.00,$20.00,ACCBFTTWR,"product_cat-new-year-specials,product_cat-page-42-watering,product_cat-tap-tops"
135064,Gazania Big Kiss White Flame 15 Highsun,instock,Gazania_Big_Kiss_White_Flame_15_HIGHSUN-160x160.jpg,$2.70,$5.40,LPOGAZBKW,"product_cat-new-year-specials,product_cat-page-32-35-flowering-shrubs,product_cat-plant-specials,product_cat-daisies"
137038,Dendrobium Orchid - White Kit,instock,Dendrobium_Orchid_White-160x160.jpg,$16.80,$24.00,KITDORWHI,"product_cat-new-year-specials,product_cat-orchids"
189675,Felco 640  -  Curved Pull Saw,instock,Felco-6401-160x160.jpg,$77.70,$111.00,ACCFEL640,"product_cat-new-year-specials,product_cat-felco"
196559,Kneelo Knee Pads Navy,instock,kneepadnavy-16-160x160.jpg,,$43.00,ACCKNENAV,"product_cat-new-year-specials,product_cat-page-43-45-hard-goods,product_cat-page-60-61-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-page-61-hardgoods,product_cat-garden-gear"
207556,Lycoris Red,instock,lycoris-red-pklycred-160x160.jpg,$3.90,$6.50,PKLYCRED,"product_cat-page-04-07-autumn-flowering-bulbs-summer-2018,product_cat-page-16-17-autumn-flowering,product_cat-lycoris"
228688,Calla Lily Hybrid Mixed Pkcalhmx,instock,calla-lily-hybrid-mixed-pkcalhmx-160x160.jpg,$18.00,$30.00,PKCALHMX,"product_cat-bulb-specials,product_cat-new-year-specials,product_cat-page-22-23-collections-calla-lilies,product_cat-page-46-calla-lilies,product_cat-calla-lilies,product_cat-online-offers"
232733,Gladioli Princess Margaret Rose16,instock,Gladioli-Princess-Margaret-Rose16-160x160.jpg,$5.04,$8.40,PKGLAPMR,"product_cat-new-year-specials,product_cat-page-26-27-gladioli,product_cat-gladioli"
247573,Plectranthus Velvet Elvis,instock,Plectranthus-Velvet-Elvis-flower-17-160x160.jpg,$2.70,$5.40,LPOPLEVEL,"product_cat-new-year-specials,product_cat-page-42-43-hydrangeas-shadelovers,product_cat-online-offers,product_cat-other-shrubs-varieties"
256987,Felco 611 - Pull Saw & Scabbard,instock,felco-610-160x160.jpg,$75.60,$108.00,ACCFEL611,"product_cat-new-year-specials,product_cat-felco-shears-saws"
260352,Manutec Slow Release Rose Planting Tablet,instock,Manutec_Rose_Planting_Tablets_ACCMANPTR-160x160.jpg,$8.40,$12.00,ACCMANPTR,"product_cat-new-year-specials,product_cat-page-28-31-protea-family,product_cat-page-32-33-hard-goods,product_cat-page-43-45-hard-goods,product_cat-page-49-50-hardgoods,product_cat-page-60-61-hardgoods,product_cat-garden-accessories"
275512,Kneelo Knee Pads Moss,instock,Kneelo-Knee-Pad-Moss-ACCKNEMOS-160x160.jpg,$30.10,$43.00,ACCKNEMOS,"product_cat-new-year-specials,product_cat-page-32-33-hard-goods,product_cat-page-43-45-hard-goods,product_cat-page-60-61-hardgoods,product_cat-page-61-hardgoods,product_cat-garden-gear"
286342,Dendrobium Orchid Kit  -  Pretty Pink,instock,Dendrobium_kit_15-160x160.jpg,$16.80,$24.00,KITDORSPI,"product_cat-new-year-specials,product_cat-page-58-59-orchids-bearded-iris,product_cat-orchids"
308950,Pom Pom Gerbera Japio,instock,gerbera-pom-pom-japio-pplgerpja-160x160.jpg,$4.95,$9.90,PPLGERPJA,"product_cat-new-year-specials,product_cat-page-19-pom-pom-gerberas,product_cat-gerberas"
309658,Nemesia Plums And Custard,instock,nemesia-plumcustard-4-lponempcu-160x160.jpg,,$4.60,LPONEMPCU,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-ground-cover-plants"
309678,Pom Pom Gerbera Red Light,instock,gerbera-pom-pom-red-light-pplgerprl-160x160.jpg,$4.95,$9.90,PPLGERPRL,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-page-19-pom-pom-gerberas,product_cat-gerberas"
42399,Bokashi Bucket  -  Black W/ 1Kg Powder,outofstock,Bokashi_One_black_bucket_11-160x160.jpg,$69.30,$99.00,ACCBOKBBU,"product_cat-accessory-specials,product_cat-new-year-specials,product_cat-page-43-45-hard-goods,product_cat-page-60-61-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-page-61-hardgoods,product_cat-bokashi-composting-system"
42463,Felco Easy-Cut 2-Hand Shears Aluminium 60Cm,outofstock,FELCO_210A-60-ACCFEL210A-60-160x160.jpg,,$168.00,ACCFEL210A-60,product_cat-felco
42565,Greenwell Large  -  Black,outofstock,Greenwell_sizes-160x160.jpg,$19.60,$28.00,ACCGREPSLB,"product_cat-new-year-specials,product_cat-page-32-33-hard-goods,product_cat-page-42-watering,product_cat-page-49-50-hardgoods,product_cat-page-60-61-hardgoods,product_cat-page-60-61-tools-and-accessories,product_cat-plant-protection"
42856,Amorphophallus Konjac,outofstock,Amorphophallus_Konjac_courtesy_pancrat_13-160x160.jpg,,$16.90,PKAMOKON,"product_cat-page-12-16-garden-bulbs-and-plants,product_cat-page-20-21-summer-flowering,product_cat-other-summer-perennials"
44520,Daffodil Butterfly Collection,outofstock,daffodil-butterfly-collection-coldafbco-2019-160x160.jpg,$33.40,$41.80,COLDAFBCO,"product_cat-bulb-specials,product_cat-page-03-butterfly-daffodil,product_cat-page-43-butterfly-daffodil,product_cat-butterfly-daffodils,product_cat-spring-bulb-collections"
44521,Daffodil Double Collection 1,outofstock,daffodil-double-collection-1-coldafdc1-2019-160x160.jpg,$28.50,$38.10,COLDAFDC1,"product_cat-bulb-specials,product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils,product_cat-spring-bulb-collections"
44522,Daffodil Double Collection 2,outofstock,daffodil-double-collection-2-coldafdc2-2019-160x160.jpg,$27.90,$37.20,COLDAFDC2,"product_cat-bulb-specials,product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils,product_cat-spring-bulb-collections"
44576,Pig Face Collection,outofstock,Pig-Face-Collection-16-160x160.jpg,,$24.50,COLPFACOL,product_cat-pigface
44861,Grevillea Apricot Glow,outofstock,Grevillea_Apricot_Glow_15-160x160.jpg,,$5.90,LPOGREAGL,product_cat-grevillea-callistemon
45139,Teucrium Fruticans,outofstock,Teucrium-fruticans16-160x160.jpg,$2.20,$4.40,LPOTEUFRU,"product_cat-new-year-specials,product_cat-page-36-39-hedges-and-screens,product_cat-small-hedges"
45194,Aloe Copper Shower (Pbr),outofstock,Aloe_Copper_shower_14-160x160.jpg,$11.83,$16.90,PLAALOCSH,"product_cat-new-year-specials,product_cat-page-14-15-aloe,product_cat-aloes"
45303,Fairy Fishing Rod Pink,outofstock,Fairy_Fishing_Rod_Pink_14courtesy-Ruth-Hartnup-flickr-160x16.jpg,,$7.90,PLAFAIFRO,product_cat-other-summer-perennials
45642,Trillium Mixed 14,outofstock,Trillium_Mixed_14-160x160.jpg,,$15.90,PPLTRILMX,product_cat-other-ground-covers
45972,Trixzie Black Cherry Mini Fruit Tree,outofstock,Trixzie-Black-Cherry-ST-196120289_15-160x160.jpg,,$59.00,TRETRIBCH,product_cat-trees-mini-fruit
61156,Thornless Climbing Rose Smooth Velvet,outofstock,Smooth_Velvet_15-160x160.jpg,$17.80,$19.80,ROSTVEL,"product_cat-page-22-23-thornless-roses,product_cat-climbing-roses,product_cat-smooth-touch-thornless-roses"
94955,Japanese Iris Hekito 15 Oz,outofstock,Japanese_Iris_Hekito_15_OZ-160x160.jpg,,$10.80,PLAJIRHEK,product_cat-japanese-iris
133413,Brass Finish Poly Resin Tap Top Kookaburra,outofstock,brass-polyresin-kookaburra-accbfttko-2018-160x160.jpg,$14.00,$20.00,ACCBFTTKO,"product_cat-new-year-specials,product_cat-page-42-watering,product_cat-tap-tops"
133436,Brass Finish Poly Resin Tap Top Wombat,outofstock,brass-polyresin-wombat-accbfttwo-2018-160x160.jpg,$14.00,$20.00,ACCBFTTWO,"product_cat-new-year-specials,product_cat-page-42-watering,product_cat-tap-tops"
136028,Daylily Summer Collection 1,outofstock,daylily-summer-col-1-coldlisc1-2018-160x160.jpg,$37.50,$75.00,COLDLISC1,"product_cat-new-year-specials,product_cat-page-10-daylilies,product_cat-daylilies"
136029,Daylily Summer Collection 2,outofstock,daylily-summer-col-2-coldlisc2-2018-160x160.jpg,$32.50,$65.00,COLDLISC2,"product_cat-new-year-specials,product_cat-page-10-daylilies,product_cat-daylilies"
173234,Aloe Ivory Dawn Tm,outofstock,Aloe-Ivory-Dawn-16-160x160.jpg,,$16.90,PLAALOIDA,product_cat-aloes
174224,Bokashi Bucket  -  Tap Replacement,outofstock,Bokashi-One-Tap-160x160.jpg,$5.60,$8.00,ACCBOKTAP,"product_cat-new-year-specials,product_cat-bokashi-composting-system"
180874,Castlewellan Gold1,outofstock,Castlewellan_Gold1-160x160.jpg,$2.95,$5.90,LPOCONCGO,"product_cat-new-year-specials,product_cat-page-36-39-hedges-and-screens,product_cat-conifers"
188814,Osteospermum Serenity Rose Magenta,outofstock,Osteospermum-Serenity-Rose-Magenta-160x160.jpg,,$4.90,LPOOSTSRM,product_cat-ground-cover-plants
197285,Gerbera Desert Sunglow,outofstock,Gerbera-Desert-Sunglow-16-160x160.jpg,,$5.90,PKGERDSU,product_cat-gerberas
197293,Gerbera Pink Sunburst,outofstock,Gerbera-Pink-Sunburst-16-160x160.jpg,,$5.90,PLAGERPSU,product_cat-gerberas
197294,Gerbera Snow Storm,outofstock,Gerbera-Snow-Storm-PKGERSST-17-160x160.jpg,,$5.90,PKGERSST,product_cat-gerberas
197295,Gerbera Red Knight,outofstock,Gerbera-Red-Knight-PKGERRKN-17-160x160.jpg,,$5.90,PKGERRKN,product_cat-gerberas
197978,Lilium Hybrid Mixed 13,outofstock,Lilium_Hybrid_Mixed_13-160x160.jpg,,$32.00,PKLILLHM,product_cat-la-hybrid-liliums
214728,Daffodil Yellow Trumpet Pkdafytr 2019,outofstock,daffodil-yellow-trumpet-pkdafytr-2019-160x160.jpg,$29.00,$36.00,PKDAFYTR,"product_cat-bulb-specials,product_cat-page-06-daffodil-value-packs,product_cat-page-46-daffodil-value-packs,product_cat-single-daffodils"
215608,Daffodil Mixed,outofstock,daffodil-mixed-pkdafmxd-2019-160x160.jpg,$29.00,$36.00,PKDAFMXD,"product_cat-bulb-specials,product_cat-page-06-daffodil-value-packs,product_cat-page-46-daffodil-value-packs,product_cat-single-daffodils"
215642,Daffodil Dick Wilden 2016 Fm,outofstock,Daffodil-Dick-Wilden_2016_FM-160x160.jpg,$7.90,$8.40,PKDAFDWI,"product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils"
215643,Daffodil Double Fashion,outofstock,Daffodil-Double-Fashion.jpg,,$8.90,PKDAFDFA,"product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils"
215647,Daffodil Flower Drift Dn14,outofstock,Daffodil%20Flower%20Drift%20DN14-160x160.jpg,,$7.90,PKDAFFDR,"product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils"
215654,Haemanthus Red 14,outofstock,Haemanthus_Red_14-160x160.jpg,$21.00,$30.00,PKHAERED,"product_cat-new-year-specials,product_cat-page-08-haemanthus-scadoxus,product_cat-page-16-17-autumn-flowering,product_cat-haemanthus"
215674,Daffodil Tahiti 15 Fm,outofstock,Daffodil_Tahiti_15_FM-160x160.jpg,,$9.70,PKDAFTAH,"product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils"
215677,,outofstock,Daffodil_Dble_Mixed_13-160x160.jpg,,$8.90,PKDAFDMX,"product_cat-page-07-daffodil-mixes,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils"
215681,Daffodil Butterfly Mixed 15,outofstock,Daffodil_Butterfly_Mixed.jpg,$7.00,$7.90,PKDAFBMX,"product_cat-page-07-daffodil-mixes,product_cat-page-43-butterfly-daffodil,product_cat-butterfly-daffodils"
215711,Daffodil Chanterelle,outofstock,Daffodil-Chanterelle-160x160.jpg,,$7.90,PKDAFCHA,"product_cat-page-03-butterfly-daffodil,product_cat-page-43-butterfly-daffodil,product_cat-butterfly-daffodils"
215713,Daffodil Replete,outofstock,Daffodil_Replete-160x160.jpg,,$9.70,PKDAFREP,"product_cat-page-04-05-double-daffodils,product_cat-page-42-pink-daffodil,product_cat-double-daffodils,product_cat-pink-daffodils"
215714,Daffodil Precocious,outofstock,daffodil-precocious-2019-pkdafpre-160x160.jpg,,$14.00,PKDAFPRE,"product_cat-page-03-butterfly-daffodil,product_cat-page-42-pink-daffodil,product_cat-butterfly-daffodils"
216470,Daffodil Delnashaugh,outofstock,Daffodil-Delnashaugh-17-160x160.jpg,,$10.80,PKDAFDEL,"product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils,product_cat-pink-daffodils"
216472,Daffodil Manly,outofstock,Daffodil-Manly17-160x160.jpg,,$9.70,PKDAFMAN,"product_cat-page-04-05-double-daffodils,product_cat-page-44-45-double-daffodil,product_cat-double-daffodils"
218297,Echeveria Black Knight,outofstock,Echeveria-Black-Knight17-160x160.jpg,$6.00,$12.00,PPLECHBKN,"product_cat-exclusively-online,product_cat-new-year-specials,product_cat-page-17-succulents,product_cat-succulents"
225322,Ge Showbag 2018,outofstock,GE-Showbag-2018-160x160.jpg,$25.00,$83.00,COLSHOBAG,product_cat-spring-bulb-collections
243094,Placeholder,outofstock,noi,,$8.40,PLABIRKKI,product_cat-bearded-iris
244172,Gerbera Chamboard,outofstock,Gerbera-Chamboard-PKGERCHA-17-160x160.jpg,,$5.90,PKGERCHA,product_cat-gerberas
244179,Gerbera Pretty N Pink,outofstock,Gerbera-Pretty-n-Pink-PKGERPNP-17-160x160.jpg,,$5.90,PKGERPNP,product_cat-gerberas
244180,Gerbera Raspberry Fizz,outofstock,Gerbera-Raspberry-Fizz-PKGERRFI-17-160x160.jpg,,$5.90,PKGERRFI,product_cat-gerberas
